# General
## Title
### 2 metre temperature; data for ENTSO-E PECD Version 4.2; file version fv1
## Abstract
### CMI6
## Date
### 2025-01-21
## Date type
### Publication: Date identifies when the data was issued
## Unit
### C
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### CMI6 : Copernicus : C3S : C3S Energy : ICS
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@inclimateservice.com
### Organisation name
#### Inside Climate Service
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### 
## Temporal extent
## Begin date
### 2055-01-01-0000
## End date
### 2055-12-31-2300
## Temporal resolution
### 1 hour
## Geographic bounding box
### westBoundLongitude -31.00
### eastBoundLongitude 45.00
### southBoundLatitude 18.00
### northBoundLatitude 75.00
## Spatial resolution
### NUTS0
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are CMIP6_MPI-ESM1-2-HR_ssp585_r1i1p1f1_Projection (available at: https://esgf-data.dkrz.de/esg-search/)
#
Date,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,DZ,EE,EG,EH,EL,ES,FI,FR,HR,HU,IE,IL,IS,IT,JO,LB,LI,LT,LU,LV,LY,MA,MD,ME,MK,MT,NL,NO,PL,PS,PT,RO,RS,SE,SI,SK,SY,TN,TR,UA,UK,XK
2055-01-01 00:00:00,1.08184,-6.52221,-3.83626,2.08336,0.01054,-6.17801,14.5819,-3.73866,-0.43182,-0.00403,5.85058,-8.91489,14.43745,12.86173,5.91213,2.45048,-14.65317,1.80525,-0.85048,-2.45524,6.19626,13.38936,0.41056,1.13228,9.72319,8.29748,-5.93883,-8.85715,-0.19516,-7.82032,9.30641,7.05928,-0.63287,-4.3052,-0.53708,13.01522,3.84955,-8.75348,-2.75483,12.83883,3.72963,-3.54876,-2.79606,-8.71583,-3.97377,-5.58814,7.74699,6.30073,4.5881,-2.28889,6.41426,-3.01043
2055-01-01 01:00:00,0.96114,-6.70451,-3.61691,2.42878,-0.22171,-6.43625,14.5977,-3.81804,-0.30443,0.21119,5.4489,-9.04255,14.25833,12.08362,5.74322,2.44256,-14.63076,1.99564,-0.75224,-2.45074,5.98825,13.10278,0.26915,1.10036,9.41131,8.35216,-6.29749,-9.0194,-0.07984,-7.99238,8.88676,6.71294,-0.68073,-4.3377,-0.7878,12.59844,4.06645,-8.70323,-2.74634,12.57482,3.6583,-3.61934,-2.71796,-8.92671,-4.21527,-5.54354,7.67499,6.29718,4.57895,-2.46607,6.37692,-3.2258
2055-01-01 02:00:00,0.51034,-6.92504,-3.75635,2.84683,-0.72104,-6.82108,14.46261,-3.93942,-0.16981,0.46444,4.41152,-9.36666,13.45951,11.2255,5.32912,1.88839,-14.69212,2.07447,-0.93304,-2.6813,5.81842,12.47585,0.16271,0.84559,8.62516,8.16724,-6.74326,-9.14818,0.27229,-8.32432,8.09924,5.8793,-0.98906,-4.58221,-1.41997,12.51186,4.40694,-8.6163,-2.82255,12.05835,3.20986,-3.92705,-2.91544,-9.21441,-4.6167,-5.68704,7.29638,5.77568,4.37899,-2.80094,6.29497,-3.6783
2055-01-01 03:00:00,0.24714,-7.00214,-3.84727,3.31174,-1.00686,-7.08542,14.35519,-3.97904,-0.01611,0.76618,3.83651,-9.5862,13.21696,10.44066,5.07651,1.55527,-14.64346,2.27794,-1.18268,-2.87203,5.67895,12.19751,-0.04493,0.74075,8.43184,8.17409,-7.18867,-9.09328,0.40946,-8.53109,7.49312,5.42003,-1.16721,-4.7539,-1.89417,12.3817,4.76911,-8.24431,-2.89528,11.85176,2.71364,-4.06761,-2.94668,-9.38124,-4.99603,-5.79456,7.24938,5.29774,4.2756,-2.96908,6.19557,-3.9087
2055-01-01 04:00:00,0.02414,-6.94132,-3.76642,3.92117,-1.19107,-7.23517,14.39843,-3.9792,0.14699,1.14398,3.57366,-9.64647,13.08939,9.98471,4.95175,1.51947,-14.6095,2.58067,-1.31995,-3.00758,5.52227,12.03925,-0.12203,0.71082,8.23273,8.15605,-7.74886,-8.87678,0.60605,-8.61109,7.23951,5.26354,-1.41511,-4.83978,-2.32586,12.20251,5.22399,-8.0848,-2.97516,11.61365,2.68266,-4.10835,-2.85677,-9.61652,-5.20801,-5.88914,7.18418,5.36313,4.26556,-3.07281,6.06681,-4.0255
2055-01-01 05:00:00,-0.35094,-6.86236,-3.84665,4.57582,-1.51945,-7.305,14.55203,-4.07661,0.31666,1.485,2.89909,-9.81639,13.22353,9.4626,4.67894,1.32496,-14.63551,2.87543,-1.61041,-3.2108,5.3578,12.23996,-0.22773,0.58258,8.65104,8.2754,-8.36068,-8.62314,0.98004,-8.75354,6.74529,4.76046,-1.81355,-5.07911,-2.85029,12.17214,5.75885,-7.94594,-3.10487,11.74576,2.43079,-4.24431,-2.89882,-9.91676,-5.51719,-6.17802,7.39316,5.17167,4.29102,-3.27766,5.91236,-4.30369
2055-01-01 06:00:00,-0.50577,-6.72269,-3.70803,5.16348,-1.59073,-7.18752,15.0437,-3.90149,0.49982,1.84543,2.63791,-9.67135,14.04232,9.22699,4.66549,1.34198,-14.64009,3.218,-1.5101,-3.19466,5.27902,12.95785,-0.20687,0.67547,9.72251,9.29693,-8.66553,-8.06097,1.39007,-8.46766,6.79102,4.71119,-1.93847,-4.98829,-3.06405,12.15706,6.26454,-7.76811,-3.11474,12.56666,2.37358,-4.24256,-2.73991,-10.11789,-5.40826,-6.18512,8.09165,5.35948,4.58067,-3.28171,5.77567,-4.1873
2055-01-01 07:00:00,-0.78419,-6.70966,-3.90029,5.65799,-1.99094,-6.86573,15.48624,-3.65613,0.68999,2.24237,2.34208,-9.47869,15.72712,8.86246,4.78005,1.26478,-14.62008,3.5456,-1.38141,-3.07417,5.25852,14.36771,-0.23701,0.68172,11.21771,11.19365,-8.30413,-7.53168,1.91078,-8.18535,7.46572,4.53482,-1.81063,-5.31369,-3.55225,12.16242,6.76021,-7.59525,-3.17339,13.81196,2.39004,-4.35815,-2.86042,-10.29025,-5.32141,-6.07985,8.77509,5.21696,5.02715,-3.31217,5.64177,-4.18186
2055-01-01 08:00:00,0.82452,-6.1271,-3.00286,6.08698,-1.08777,-6.19853,17.65814,-2.83795,0.97959,2.7132,4.79153,-8.59052,21.05664,9.19699,6.67851,1.80284,-14.40582,4.09673,-0.46529,-1.99786,5.27272,19.21546,-0.2439,1.67491,16.5305,15.2937,-7.74329,-6.25573,2.72809,-6.91948,10.14657,5.1572,-0.49208,-4.10597,-2.15776,12.19612,7.20315,-7.4431,-2.73551,18.48385,2.66103,-3.33074,-1.88979,-10.29808,-4.09884,-4.66952,12.23921,7.53218,7.29489,-2.29768,5.51508,-3.08603
2055-01-01 09:00:00,1.38577,-5.25625,-2.48129,6.46439,-1.1151,-5.38449,18.08532,-2.27059,1.32094,3.14148,6.08196,-8.18682,22.40043,9.77589,6.80139,2.21282,-14.22507,4.7018,0.22358,-1.64527,5.23429,20.06501,-0.35341,2.56993,17.71709,15.78162,-6.19376,-5.44642,3.32876,-6.3981,11.38613,5.9293,-0.2268,-3.54523,-1.99252,12.32281,7.56524,-7.49771,-2.51499,19.42904,3.26489,-3.06408,-1.86277,-10.32725,-2.87813,-3.96831,13.10038,8.15088,7.43841,-2.24643,5.40652,-2.93904
