# General
## Title
### Air Temperature
## Abstract
### CMIP6
## Date
### 2024-09-30
## Date type
### Publication: Date identifies when the data was issued
## Unit
### C
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### CMI6 : Copernicus : C3S : C3S Energy : ICS
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@inclimateservice.com
### Organisation name
#### Inside Climate Service
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
###
## Temporal extent
## Begin date
### 2029-01-01-0000
## End date
### 2029-12-31-2300
## Temporal resolution
### 1 hour
## Geographic bounding box
### westBoundLongitude -31.00
### eastBoundLongitude 45.00
### southBoundLatitude 18.00
### northBoundLatitude 75.00
## Spatial resolution
### NUTS0
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are CMIP6_MPI-ESM1-2-HR_ssp245_r1i1p1f1_Projection (available at: https://esgf-data.dkrz.de/esg-search/)
#
Date,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,DZ,EE,EG,EH,EL,ES,FI,FR,HR,HU,IE,IL,IS,IT,JO,LB,LI,LT,LU,LV,LY,MA,MD,ME,MK,MT,NL,NO,PL,PS,PT,RO,RS,SE,SI,SK,SY,TN,TR,UA,UK,XK
2029-01-01 00:00:00,4.5987,-4.89207,0.78086,-0.53864,-3.27679,-6.8667,10.0681,-2.51015,-1.89353,0.92495,7.68323,-4.92275,12.21813,12.61895,5.98688,4.92709,-6.77623,3.64702,1.31885,-1.54237,5.17172,8.54151,2.71473,3.02152,5.11647,2.49657,-7.67176,-7.55555,-1.25765,-6.97931,7.85161,9.64644,-8.52345,2.09057,2.21763,14.96841,-1.60023,-3.57329,-8.41918,8.69031,7.28524,-8.22227,-0.43452,-2.35158,-1.63376,-6.39099,1.62465,6.03797,-2.97171,-9.11349,2.68607,1.63913
2029-01-01 01:00:00,4.55473,-5.0754,0.75829,-0.58301,-3.32598,-7.51662,10.08832,-2.70871,-2.08035,0.75293,7.33681,-5.19211,12.12261,11.93124,5.96567,4.98922,-6.89482,3.71192,1.30973,-1.68167,5.11644,8.30822,2.54801,2.86447,4.96306,2.46011,-8.65369,-7.58546,-1.25337,-7.10256,7.35683,9.50391,-8.43602,2.00734,2.1964,14.95945,-1.65644,-3.51827,-8.6041,8.44687,7.02261,-8.31323,-0.49233,-2.40041,-1.56396,-6.69533,1.61529,5.92739,-3.00636,-9.06348,2.79253,1.59966
2029-01-01 02:00:00,4.26782,-5.38941,0.50613,-0.70018,-3.64731,-8.2224,9.91549,-3.00134,-2.28169,0.57544,6.39638,-5.56314,11.37146,11.03142,5.72538,4.65024,-7.03453,3.68691,1.14103,-2.0042,5.0561,7.53848,2.36394,2.53299,4.21093,2.02459,-9.75222,-7.71325,-1.22664,-7.2453,6.49413,8.86773,-8.52542,1.71714,1.91982,14.97101,-1.70522,-3.50206,-8.86164,7.69495,6.37295,-8.65456,-0.77061,-2.49814,-1.66702,-7.23417,1.15151,5.33219,-3.31918,-9.25939,2.90738,1.25339
2029-01-01 03:00:00,4.13804,-5.63566,0.38492,-0.73876,-3.68231,-8.65971,9.73053,-3.25246,-2.46508,0.47032,5.9559,-5.84562,11.10515,10.24962,5.62004,4.57141,-7.14112,3.72631,1.02499,-2.24087,5.03333,7.19231,2.0677,2.32098,4.05273,1.78095,-10.73896,-7.82198,-1.19836,-7.39426,5.76686,8.61874,-8.52984,1.62432,1.81355,14.93799,-1.70107,-3.31876,-9.01747,7.39064,5.80703,-8.74092,-0.91247,-2.51093,-1.80415,-7.6453,1.10206,4.78845,-3.50261,-9.22691,3.05049,1.11021
2029-01-01 04:00:00,4.13368,-5.81505,0.40326,-0.64235,-3.57578,-8.84319,9.74839,-3.46124,-2.66841,0.43052,5.84542,-6.05482,10.8629,9.90105,5.67386,4.66549,-7.23515,3.81534,1.00753,-2.3704,5.01466,6.84511,1.87498,2.18173,3.67403,1.62479,-11.19075,-7.87597,-1.20767,-7.4893,5.35956,8.54901,-8.37838,1.67017,1.82055,14.94637,-1.69322,-3.31838,-9.08692,7.06812,5.52227,-8.71778,-0.90181,-2.53915,-1.77442,-7.87287,0.9122,4.68367,-3.52368,-9.13897,3.19517,1.25247
2029-01-01 05:00:00,3.99006,-6.00726,0.26396,-0.55749,-3.58781,-8.81258,9.7628,-3.70915,-2.88463,0.37689,5.39275,-6.32038,10.7623,9.56862,5.63799,4.63698,-7.34248,3.87327,0.92141,-2.62664,4.98473,6.97859,1.68479,1.99363,3.89822,1.64597,-11.4599,-7.97779,-1.25278,-7.64093,4.74861,8.18046,-8.35769,1.67406,1.71351,14.94794,-1.66547,-3.36378,-9.17349,7.27897,5.05887,-8.82491,-1.01702,-2.63557,-1.72132,-8.18587,1.1365,4.34928,-3.45887,-9.15693,3.36187,1.27151
2029-01-01 06:00:00,4.09017,-6.17743,0.34213,-0.46453,-3.3991,-8.73781,10.4037,-3.95207,-3.11577,0.35011,5.3685,-6.45314,10.93818,9.49224,5.71156,4.75927,-7.39388,3.94838,0.94162,-2.79433,4.99335,7.81296,1.61766,2.05534,4.72338,2.70618,-11.82514,-8.00023,-1.19806,-7.75584,4.92042,8.14039,-8.37082,1.88839,1.84519,14.94782,-1.66424,-3.42718,-9.17111,8.24676,4.77169,-8.8766,-0.93193,-2.71988,-1.71558,-8.42684,1.96454,4.49294,-3.04744,-9.07862,3.55092,1.53195
2029-01-01 07:00:00,4.04271,-6.50987,0.18287,-0.31473,-3.6315,-8.71806,11.05582,-4.29367,-3.3599,0.35965,5.23466,-6.67937,11.57548,9.25939,5.71909,4.76358,-7.49025,4.00532,0.75565,-3.12394,4.94034,8.95188,1.46924,2.12287,5.63596,3.77962,-12.89798,-8.19594,-1.16894,-8.03013,6.16131,7.99972,-8.62237,1.76428,1.71568,15.03982,-1.57474,-3.51052,-9.22492,9.24519,4.60656,-9.11257,-1.24304,-2.83457,-1.92136,-8.84106,2.56693,4.5464,-2.35076,-9.1532,3.75849,1.51443
2029-01-01 08:00:00,5.55158,-6.41954,0.83965,-0.08737,-2.55918,-8.38531,12.67025,-4.19466,-3.41825,0.38697,7.69149,-6.48617,15.86351,9.72477,7.3609,5.10184,-7.5085,4.23809,1.14841,-2.70031,4.901,12.93151,1.36019,3.10633,9.84051,6.35919,-12.72236,-7.92274,-1.09179,-7.80266,9.67116,8.546,-7.87178,2.77792,3.14662,15.05304,-1.39653,-3.6231,-8.63592,12.88675,4.66053,-7.98373,-0.68645,-2.90949,-1.80325,-7.94708,5.99761,7.20639,0.35978,-7.98926,3.96725,2.83279
2029-01-01 09:00:00,6.26069,-5.88536,1.04263,0.33981,-2.5129,-7.44561,12.91463,-4.35312,-3.18038,0.40595,9.18232,-6.60353,16.65933,10.95399,7.57976,5.29208,-7.57997,4.55609,1.1885,-3.10784,4.84463,14.30918,1.26741,3.95584,11.09442,7.26445,-10.78121,-8.10002,-0.83221,-8.06848,11.57896,9.26502,-7.94191,3.23792,3.47207,15.0777,-0.91402,-3.98054,-8.23848,14.24184,5.01769,-7.66634,-0.98159,-3.07662,-1.75989,-7.66926,7.10383,8.27557,1.03334,-8.06346,4.13508,3.19767
