# General
## Title
### 2 metre temperature; data for ENTSO-E PECD Version 4.2; file version fv1
## Abstract
### CMI6
## Date
### 2025-01-21
## Date type
### Publication: Date identifies when the data was issued
## Unit
### C
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### CMI6 : Copernicus : C3S : C3S Energy : ICS
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@inclimateservice.com
### Organisation name
#### Inside Climate Service
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### 
## Temporal extent
## Begin date
### 2027-01-01-0000
## End date
### 2027-12-31-2300
## Temporal resolution
### 1 hour
## Geographic bounding box
### westBoundLongitude -31.00
### eastBoundLongitude 45.00
### southBoundLatitude 18.00
### northBoundLatitude 75.00
## Spatial resolution
### NUTS0
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are CMIP6_MPI-ESM1-2-HR_ssp370_r1i1p1f1_Projection (available at: https://esgf-data.dkrz.de/esg-search/)
#
Date,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,DZ,EE,EG,EH,EL,ES,FI,FR,HR,HU,IE,IL,IS,IT,JO,LB,LI,LT,LU,LV,LY,MA,MD,ME,MK,MT,NL,NO,PL,PS,PT,RO,RS,SE,SI,SK,SY,TN,TR,UA,UK,XK
2027-01-01 00:00:00,4.97397,-3.61749,0.91542,0.06599,1.41483,-6.48602,10.8326,-1.7587,-1.02393,3.67906,7.47281,1.38333,11.93479,11.04826,8.7734,8.04151,-2.2306,1.07262,2.41329,1.8207,8.37516,7.82332,1.08542,4.16453,3.1908,0.45186,-4.74823,1.04382,-1.7616,1.00002,10.22547,7.45323,2.34397,1.93322,1.98745,14.21854,1.19581,-3.32934,0.49259,7.13976,12.27171,0.84079,0.31407,-4.6591,0.02521,0.51542,0.0641,7.53203,-5.79114,-2.65445,6.65514,0.82132
2027-01-01 01:00:00,5.01201,-3.6195,1.00966,-0.06778,1.48849,-6.70264,10.8759,-1.89074,-1.16255,3.45966,7.15847,1.42839,11.7238,10.36007,8.7814,8.41388,-2.25642,1.05968,2.46103,1.76268,8.44099,7.66146,1.02128,4.16551,2.96906,0.40547,-4.88488,1.08631,-1.82642,1.07343,9.85833,7.40519,2.49691,2.0189,2.20134,14.20633,1.02333,-3.29224,0.45205,6.95381,12.33816,0.84653,0.30963,-4.68888,0.13612,0.61074,0.00897,7.58555,-5.79593,-2.6073,6.53827,1.01549
2027-01-01 02:00:00,4.8616,-3.74402,0.87015,-0.21251,1.33287,-7.02905,10.73067,-2.15926,-1.31219,3.18645,6.241,1.43716,10.90643,9.62013,8.58826,8.4272,-2.33621,0.9706,2.32812,1.58658,8.41694,7.09583,0.98525,4.00644,2.14636,0.06087,-5.07768,1.05703,-2.06123,1.09551,9.08816,6.89478,2.45665,1.87931,2.15627,14.25389,0.90757,-3.28174,0.34933,6.37234,12.30298,0.68083,0.10002,-4.74838,0.07643,0.55774,-0.502,7.14899,-6.14789,-2.74022,6.41525,0.9377
2027-01-01 03:00:00,4.84182,-3.83803,0.83905,-0.3495,1.37718,-7.09941,10.63948,-2.35687,-1.42912,2.94391,5.78921,1.46502,10.68629,8.95422,8.5433,8.67391,-2.36049,0.99031,2.20043,1.48792,8.40658,6.97324,0.84882,3.93954,2.06968,0.04827,-4.81459,1.10651,-2.24992,1.14628,8.50273,6.75801,2.43517,1.94036,2.29014,14.18202,0.86058,-3.03512,0.25721,6.25982,12.34929,0.63736,0.02297,-4.71346,-0.02577,0.56115,-0.44708,6.81193,-6.42363,-2.74803,6.33746,0.93795
2027-01-01 04:00:00,4.87578,-3.8501,0.88982,-0.4454,1.46676,-7.02365,10.7163,-2.45481,-1.54694,2.71924,5.62262,1.48347,10.59215,8.6488,8.58766,8.9657,-2.41398,1.10499,2.20615,1.53683,8.3683,6.81229,0.86882,3.93206,1.85237,0.00072,-4.56449,1.14755,-2.38418,1.22325,8.22546,6.83449,2.53705,2.1386,2.46074,14.09971,0.82764,-2.97189,0.18619,6.13173,12.45064,0.67666,0.1139,-4.68767,0.05699,0.61978,-0.50605,6.9469,-6.5975,-2.71866,6.30634,1.0547
2027-01-01 05:00:00,4.76528,-3.84297,0.87801,-0.59779,1.41,-6.77022,10.84777,-2.55997,-1.67021,2.51378,5.07602,1.51502,10.79274,8.28938,8.5318,9.1498,-2.47071,1.21789,2.15366,1.53494,8.35229,7.11098,0.83189,3.85364,2.30824,0.25767,-3.94503,1.16168,-2.57713,1.25924,7.70354,6.55222,2.51887,2.19599,2.52836,13.99195,0.78322,-2.90279,0.05,6.4361,12.49379,0.61808,0.12502,-4.68525,0.07774,0.59206,-0.05442,6.84933,-6.6559,-2.76397,6.29442,1.10098
2027-01-01 06:00:00,4.88565,-3.78402,1.04691,-0.7719,1.67687,-6.36314,11.50148,-2.56867,-1.77992,2.36667,4.97001,1.55816,11.54179,8.16319,8.59179,9.40147,-2.52106,1.43941,2.24741,1.72405,8.3113,7.84814,0.89884,3.91704,3.16471,1.59115,-3.60638,1.21545,-2.73177,1.31748,7.95411,6.63821,2.64714,2.45842,2.83235,13.93072,0.73935,-2.84813,0.00516,7.28248,12.57138,0.77958,0.43529,-4.62342,0.12681,0.71524,0.92701,7.06262,-6.0477,-2.49236,6.31905,1.39369
2027-01-01 07:00:00,4.77558,-3.795,0.95629,-0.90158,1.8232,-5.84594,12.09712,-2.63607,-1.88758,2.18727,4.85045,1.55181,12.86618,7.92366,8.53777,9.54464,-2.61738,1.73505,2.15321,1.76436,8.17564,8.50081,0.85886,3.91643,3.71311,2.87519,-3.04859,1.1736,-2.93967,1.28782,8.95228,6.62547,2.83012,2.34012,2.82436,13.9453,0.66328,-2.78954,-0.07562,7.88041,12.65697,0.87222,0.47452,-4.5603,-0.15512,0.64969,1.36631,6.94746,-4.70869,-2.11169,6.3095,1.40932
2027-01-01 08:00:00,6.03409,-3.40362,1.77848,-1.05239,3.51299,-5.08796,13.90484,-2.30977,-1.85488,2.0319,7.37522,1.77267,17.6767,8.42187,9.94186,9.92056,-2.63681,2.33961,2.60688,2.41883,8.01573,11.63387,0.782,4.58461,7.06017,5.31132,-2.27258,1.45329,-3.07372,1.58201,11.94081,7.31788,4.08076,3.00996,4.21784,13.96809,0.60101,-2.74138,0.20985,10.48143,12.796,2.08414,1.52461,-4.43846,-0.06488,1.10471,4.35408,9.0935,-1.18133,-0.70074,6.29345,2.94368
2027-01-01 09:00:00,6.73587,-2.8728,2.23998,-0.81472,3.97832,-4.15586,14.21418,-2.10871,-1.62352,1.91847,8.75095,1.78213,18.87058,9.55124,10.1915,10.04265,-2.70414,3.03934,2.89401,2.67841,7.77743,12.6857,0.67161,5.1311,8.16349,6.29405,-1.28948,1.43838,-2.88683,1.58276,13.24275,8.02632,4.43773,3.35035,4.66369,14.00621,0.78918,-2.92334,0.53874,11.65646,12.81926,2.56175,1.80897,-4.3922,-0.12605,1.28418,5.18383,9.61869,0.20936,-0.18603,6.2539,3.62541
2027-01-01 10:00:00,9.08452,-1.2711,4.14436,0.22473,5.99451,-2.48941,15.09066,-1.05935,-0.85687,2.33574,12.76472,2.2338,21.84508,13.86723,11.8346,12.60236,-2.50792,4.699,4.32422,4.23343,7.82402,14.5822,0.83106,6.96658,10.26677,7.77961,0.54211,1.99399,-1.70814,2.15141,16.54024,12.18748,5.88024,5.19277,7.46352,14.08469,1.48254,-2.32963,1.62494,13.2971,14.12386,4.39955,3.71738,-3.83236,1.12621,2.66796,7.0945,12.69692,2.36689,1.05317,6.60471,6.21273
2027-01-01 11:00:00,8.85417,-0.92506,4.11979,0.42947,5.69223,-1.65904,15.09619,-0.80278,-0.45011,2.23374,13.65285,2.15339,22.4389,15.61389,11.51826,12.6939,-2.64867,5.26147,4.37101,4.40031,7.87172,15.13447,0.88352,6.84627,10.66856,8.09139,1.16067,1.85237,-1.18109,2.04057,17.16179,12.85874,5.90144,4.83021,7.13593,14.03879,1.7866,-2.37841,2.14107,13.82868,14.31745,4.49913,3.63438,-3.87767,0.79824,2.85842,7.32048,12.82934,3.04084,1.34316,6.79586,5.81501
2027-01-01 12:00:00,8.48096,-0.64373,4.12327,0.68128,5.37518,-1.12104,15.07598,-0.5308,0.00242,2.16321,14.46609,2.06504,22.69164,17.1711,11.1904,12.6531,-2.79969,5.75048,4.43608,4.53808,7.9236,15.40826,0.9706,6.75637,10.78426,8.09555,1.50378,1.71453,-0.60104,1.90523,17.58344,13.60594,5.87856,4.56605,6.59048,14.0223,2.12679,-2.37488,2.4514,14.11308,14.39541,4.49579,3.58056,-3.85717,0.73456,3.04266,7.19193,13.05427,3.25006,1.44161,6.98058,5.44992
2027-01-01 13:00:00,8.15964,-0.62234,4.17281,0.84449,5.30602,-0.94968,14.97808,-0.30685,0.2611,2.13479,14.9489,2.02096,22.72373,18.09434,10.92952,12.42426,-2.89743,6.02637,4.51758,4.62367,7.84953,15.52533,0.98309,6.64817,10.81892,7.99234,1.45585,1.64497,-0.04759,1.80478,17.67497,14.03192,5.92088,4.44835,6.35138,13.97122,2.33083,-2.34053,2.58005,14.21885,14.26371,4.51465,3.70307,-3.70858,0.76588,3.10164,7.16386,13.26074,3.00312,1.45623,7.09077,5.36075
2027-01-01 14:00:00,7.89323,-0.69602,4.15917,1.02141,5.09823,-0.97564,14.50958,-0.17336,0.42461,2.13932,16.02948,1.79076,22.2888,19.78536,10.55175,13.07729,-3.12726,6.34204,4.62677,4.60552,7.64649,14.558,1.0557,6.66986,9.9326,7.17148,1.37241,1.4069,0.39676,1.4728,17.86014,15.27296,5.45883,4.38142,6.12684,13.97427,2.45146,-2.31331,2.38039,13.31268,14.80112,4.24225,3.76645,-3.65139,0.92829,2.96334,6.10222,13.78279,1.56959,0.87375,7.1455,5.2374
2027-01-01 15:00:00,7.38226,-1.01668,3.94354,1.11674,5.03235,-1.33231,14.03643,-0.22341,0.25797,1.99275,16.19611,1.71776,21.53684,20.42948,10.11561,12.84561,-3.21135,6.30461,4.44004,4.35318,7.316,13.69957,1.01422,6.37238,9.36762,6.4624,0.78833,1.30036,0.64758,1.27143,17.46702,15.45552,5.22676,4.3018,5.87353,14.07571,2.32973,-2.36404,2.14331,12.46463,14.69391,3.97923,3.63743,-3.51924,0.75317,2.74061,5.09168,13.67063,0.49185,0.61909,7.05002,4.98611
2027-01-01 16:00:00,7.51255,-1.02832,3.71252,1.36474,5.18054,-1.63928,14.02441,-0.16414,-0.0528,1.87603,16.27931,1.72009,20.8136,20.63805,10.01909,12.81484,-3.27464,6.32162,4.19122,4.32933,6.88586,13.80326,1.04421,6.24093,9.50578,6.54864,0.1508,1.28741,0.57337,1.15716,16.89069,15.46294,5.26147,4.62575,5.98587,14.15541,2.19477,-2.29777,2.02154,12.56059,14.74651,3.94925,3.74689,-3.33097,0.8298,2.75528,5.08745,13.62706,0.11784,0.56418,6.88678,5.04813
2027-01-01 17:00:00,6.31133,-1.33753,2.7474,1.66144,4.16022,-2.34883,13.41258,-0.32525,-0.3765,1.69612,14.86417,1.5407,17.99956,20.26534,8.84394,11.58342,-3.45709,5.88531,3.53483,3.74369,6.3913,12.52326,0.98884,5.4575,8.11537,5.58048,-1.00755,1.07136,0.37432,0.76664,15.12985,14.57004,4.69038,3.55625,4.50539,14.31175,1.98509,-2.32056,1.75924,11.47434,13.96903,3.11447,2.72411,-3.33162,0.6554,2.27665,3.75845,11.95985,-1.25629,0.10603,6.69179,3.65622
2027-01-01 18:00:00,6.00552,-1.64241,2.36625,2.07441,3.99405,-2.85684,13.15748,-0.34162,-0.62146,1.60947,14.1482,1.5137,17.25445,19.42205,8.72884,11.29978,-3.51096,5.74279,3.14687,3.52053,6.01344,12.27628,1.05438,5.22261,7.99052,5.10467,-2.38424,1.03798,0.35834,0.63263,14.24983,13.82544,4.74043,3.31686,4.20978,14.49029,1.92045,-2.3021,1.69993,11.26979,13.69642,2.90892,2.4545,-3.17709,0.52191,2.07514,3.35277,11.56155,-1.53327,0.06557,6.58579,3.34546
2027-01-01 19:00:00,5.94768,-1.74871,2.23772,2.63169,4.17596,-3.12666,13.20024,-0.18439,-0.74597,1.59526,13.84466,1.54623,16.99864,18.22855,8.7046,11.26201,-3.5145,5.78462,3.0668,3.54197,5.75905,12.39674,1.11586,5.24088,8.12508,5.22695,-3.60807,1.07484,0.83574,0.65881,13.80747,13.32526,4.83343,3.31224,4.18551,14.64833,1.99698,-2.25817,1.73676,11.48127,13.68621,2.94168,2.55709,-3.02303,0.79012,2.12055,3.56045,11.75339,-1.61028,0.09515,6.49974,3.48126
2027-01-01 20:00:00,5.32331,-2.08153,1.79665,3.13364,3.74473,-3.67158,12.8513,-0.1492,-0.89503,1.53469,12.34175,1.47904,15.59014,16.87683,8.13568,10.74459,-3.50579,5.61225,2.73325,3.24576,5.49511,11.54649,1.11773,4.80243,7.10238,4.72713,-4.90816,1.02245,1.24866,0.64744,12.43299,11.99904,4.5085,2.81311,3.53759,14.75996,2.12782,-2.26378,1.69593,10.82957,13.27075,2.5762,2.16715,-2.95619,0.62171,1.8632,2.87498,11.19551,-2.29535,-0.13181,6.33791,3.02854
2027-01-01 21:00:00,4.98152,-2.41069,1.5207,3.6979,3.78737,-4.02635,12.74248,-0.13634,-0.99685,1.47299,11.46147,1.46026,14.98816,14.55314,7.81045,9.93683,-3.43595,5.52949,2.52273,3.13753,5.38385,11.35896,1.00574,4.56329,6.8655,4.63305,-5.75834,1.1063,1.7453,0.73731,11.54648,11.05596,4.41222,2.66469,3.22672,14.92187,2.36344,-2.50882,1.69475,10.74427,13.00298,2.53046,2.12716,-2.89778,0.45406,1.79306,2.87345,10.6146,-2.47598,-0.15019,6.16078,2.9231
