# General
## Title
### Air Temperature
## Abstract
### CMIP6
## Date
### 2024-09-30
## Date type
### Publication: Date identifies when the data was issued
## Unit
### C
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### CMI6 : Copernicus : C3S : C3S Energy : ICS
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@inclimateservice.com
### Organisation name
#### Inside Climate Service
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
###
## Temporal extent
## Begin date
### 2060-01-01-0000
## End date
### 2060-12-31-2300
## Temporal resolution
### 1 hour
## Geographic bounding box
### westBoundLongitude -31.00
### eastBoundLongitude 45.00
### southBoundLatitude 18.00
### northBoundLatitude 75.00
## Spatial resolution
### NUTS0
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are CMIP6_MPI-ESM1-2-HR_ssp245_r1i1p1f1_Projection (available at: https://esgf-data.dkrz.de/esg-search/)
#
Date,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,DZ,EE,EG,EH,EL,ES,FI,FR,HR,HU,IE,IL,IS,IT,JO,LB,LI,LT,LU,LV,LY,MA,MD,ME,MK,MT,NL,NO,PL,PS,PT,RO,RS,SE,SI,SK,SY,TN,TR,UA,UK,XK
2060-01-01 00:00:00,0.37693,-0.81867,-1.23011,5.66523,-4.22457,-3.29567,9.04245,-0.69534,2.32466,2.65947,10.79216,-2.43508,9.94335,16.28187,4.38483,6.51223,-1.59212,6.64783,1.88417,-0.61258,8.98164,9.45357,3.08871,6.67259,5.83167,1.99116,-3.50273,-4.75764,4.62096,-4.68366,13.17833,10.37206,-5.72181,-2.08029,-2.49945,16.47441,4.03936,0.42558,-3.37719,9.1957,6.61958,-5.87311,-2.37432,-0.7616,0.87578,-3.34006,1.59257,13.53048,-4.69257,-7.24662,8.83216,-2.39149
2060-01-01 01:00:00,0.19612,-0.96506,-1.48441,5.85753,-4.33118,-3.48855,9.07557,-0.82088,2.15179,2.7322,10.4742,-2.24689,9.67681,15.69719,4.31551,6.66072,-1.456,6.56484,1.78805,-0.64644,8.9173,9.44086,3.06389,6.52488,5.76986,2.08286,-3.62051,-4.87888,4.54759,-4.58966,12.7703,10.14668,-5.85846,-2.32868,-2.57098,16.43368,4.28312,0.52903,-3.53097,9.32961,6.6759,-6.02757,-2.44958,-0.62585,0.90229,-3.46866,1.59141,13.49642,-4.79268,-7.26691,8.88982,-2.51101
2060-01-01 02:00:00,-0.25986,-1.21218,-1.92037,6.0053,-4.75505,-3.76004,8.91664,-1.0173,1.95614,2.84884,9.57567,-2.0943,8.78637,15.01146,3.97319,6.5085,-1.34927,6.41013,1.51257,-0.88702,8.85439,8.9136,3.00433,6.22543,5.06497,1.69394,-3.92464,-5.0554,4.16672,-4.53642,11.9628,9.40677,-6.34583,-2.77266,-2.97199,16.39688,4.58254,0.59374,-3.7514,9.06436,6.46513,-6.39413,-2.74983,-0.46492,0.7895,-3.76468,1.16885,12.98147,-5.22532,-7.57427,8.9301,-2.89097
2060-01-01 03:00:00,-0.50797,-1.46363,-2.23865,6.1695,-4.91122,-3.94618,8.75886,-1.15748,1.80889,3.02155,9.14722,-1.85579,8.48427,14.58548,3.81427,6.67243,-1.20105,6.28013,1.26391,-1.08196,8.83282,8.74462,2.85527,5.97654,4.96491,1.5601,-4.02276,-5.21404,3.99369,-4.48625,11.3811,9.08694,-6.58852,-3.01684,-3.12328,16.44982,4.84392,0.88853,-3.87635,9.10264,6.42664,-6.6125,-2.8946,-0.2114,0.69125,-3.97243,1.2464,12.73894,-5.54881,-7.67487,8.98315,-3.04871
2060-01-01 04:00:00,-0.63208,-1.60624,-2.33484,6.34267,-4.989,-4.1588,8.82034,-1.19209,1.72177,3.24793,9.0031,-1.5865,8.23557,14.29406,3.79116,6.96478,-1.01619,6.22267,1.1678,-1.20624,8.81295,8.55022,2.83513,5.75712,4.66162,1.52017,-4.0071,-5.34993,3.94988,-4.39709,11.09151,8.94693,-6.65656,-3.11345,-3.18216,16.41284,5.11398,1.06455,-3.93946,9.10257,6.74592,-6.76881,-2.86644,0.03417,0.7382,-4.13577,1.24589,12.79669,-5.69609,-7.71964,9.01229,-3.05771
2060-01-01 05:00:00,-0.97237,-1.79357,-2.53936,6.47275,-5.23038,-4.38759,8.95816,-1.27356,1.65762,3.48417,8.52811,-1.2832,8.33538,13.91353,3.62035,7.15846,-0.80961,6.15472,1.04838,-1.43418,8.74475,8.74684,2.79706,5.4649,4.87497,1.78671,-3.87788,-5.55944,3.90927,-4.34458,10.60927,8.48676,-6.81314,-3.34195,-3.40919,16.40692,5.40643,1.25144,-4.02979,9.33716,6.96147,-7.10429,-2.96239,0.24693,0.71628,-4.3838,1.70525,12.7682,-5.78752,-7.92244,9.02473,-3.29389
2060-01-01 06:00:00,-1.00134,-1.96025,-2.6061,6.62655,-5.27544,-4.47288,9.71115,-1.32736,1.60537,3.73465,8.39605,-0.9518,9.06152,13.80114,3.63562,7.47262,-0.60034,6.09485,1.00864,-1.52284,8.71247,9.36452,2.8811,5.36217,5.48741,2.8841,-3.94343,-5.60178,3.98904,-4.22501,10.81809,8.42568,-6.97194,-3.34028,-3.47911,16.3755,5.66539,1.41594,-4.05176,10.07954,7.30247,-7.2156,-2.98607,0.49878,0.70901,-4.44897,2.46757,12.94447,-5.72497,-7.93562,9.05224,-3.2733
2060-01-01 07:00:00,-1.24615,-2.26743,-3.07694,6.74843,-5.74912,-4.41147,10.52461,-1.4716,1.54407,3.98954,8.13734,-0.74702,10.3378,13.51588,3.60331,7.66365,-0.42993,6.02262,0.78865,-1.67773,8.63561,9.8967,2.80462,5.22353,5.90887,3.77351,-3.79244,-5.58273,4.03593,-4.19426,11.55784,8.26393,-7.32807,-3.82722,-4.06226,16.29756,5.88321,1.57297,-4.13057,10.54716,7.607,-7.34027,-3.35258,0.73368,0.43263,-4.57982,2.58638,12.72494,-5.44351,-8.03844,9.09477,-3.75649
2060-01-01 08:00:00,0.59054,-2.28435,-2.53111,6.92555,-4.354,-4.03244,12.04769,-1.27024,1.58387,4.26708,10.25357,-0.43659,15.20869,13.76289,5.44708,8.06045,-0.17499,6.16295,1.13743,-1.08295,8.53033,13.074,2.72876,5.7654,9.35599,5.80909,-3.10712,-4.91202,4.20887,-3.54899,14.11961,8.86629,-6.49533,-2.78215,-2.50132,16.2031,6.06397,1.733,-3.68485,13.29101,7.95776,-6.03328,-2.69303,1.00727,0.50319,-3.61085,5.24373,14.01756,-3.19871,-6.91879,9.15683,-2.68502
2060-01-01 09:00:00,1.39158,-1.91287,-2.23256,7.33772,-3.96623,-3.25641,12.27543,-1.08201,1.96266,4.49736,11.28648,-0.31825,16.55398,14.40117,5.73341,8.40274,-0.01652,6.79779,1.16344,-1.14958,8.44371,13.85163,2.56713,6.38731,10.04222,6.22884,-2.15435,-4.43692,4.68232,-3.21125,15.20998,9.68499,-6.88543,-2.13712,-2.031,16.18078,6.50088,1.71502,-3.27013,13.99118,8.65193,-5.45948,-2.88814,1.18901,0.51433,-3.11089,5.58475,14.06509,-2.92789,-6.88973,9.18598,-2.60612
