# General
## Title
### 2 metre temperature; data for ENTSO-E PECD Version 4.2; file version fv1
## Abstract
### CMI6
## Date
### 2025-01-21
## Date type
### Publication: Date identifies when the data was issued
## Unit
### C
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### CMI6 : Copernicus : C3S : C3S Energy : ICS
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@inclimateservice.com
### Organisation name
#### Inside Climate Service
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### 
## Temporal extent
## Begin date
### 2035-01-01-0000
## End date
### 2035-12-31-2300
## Temporal resolution
### 1 hour
## Geographic bounding box
### westBoundLongitude -31.00
### eastBoundLongitude 45.00
### southBoundLatitude 18.00
### northBoundLatitude 75.00
## Spatial resolution
### NUTS0
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are CMIP6_MPI-ESM1-2-HR_ssp370_r1i1p1f1_Projection (available at: https://esgf-data.dkrz.de/esg-search/)
#
Date,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,DZ,EE,EG,EH,EL,ES,FI,FR,HR,HU,IE,IL,IS,IT,JO,LB,LI,LT,LU,LV,LY,MA,MD,ME,MK,MT,NL,NO,PL,PS,PT,RO,RS,SE,SI,SK,SY,TN,TR,UA,UK,XK
2035-01-01 00:00:00,5.59734,-0.27142,3.35855,5.01941,1.48771,-1.15559,11.88241,4.45766,5.73531,2.5117,8.72267,3.68514,8.91532,15.82472,7.1751,8.01373,-2.17285,5.78639,5.60111,2.98147,6.65125,8.73752,-1.72012,6.05204,5.31937,7.00522,-0.61625,4.09683,4.05827,4.52517,8.17332,9.62188,0.68191,3.37554,2.12365,15.44286,5.73616,-7.52178,4.62699,9.04588,11.06363,1.60559,2.38647,-6.56642,3.08925,0.89606,5.65903,8.04049,-1.92937,1.71275,4.88161,2.38784
2035-01-01 01:00:00,5.67655,-0.26902,3.37962,4.98538,1.4682,-1.2471,11.71755,4.35663,5.51826,2.26886,8.36395,3.70171,8.73257,15.28405,7.17822,8.1097,-2.18281,5.66364,5.76599,3.17541,6.58238,8.93141,-1.50169,6.17443,5.2584,7.11411,-0.77509,3.93602,3.80674,4.49809,7.75771,9.31662,0.73094,3.30508,2.16558,15.54283,5.66686,-7.36864,4.71821,9.22686,11.04913,1.60999,2.41414,-6.70364,3.25015,0.91012,5.80093,7.96582,-1.84511,1.70619,4.80409,2.42437
2035-01-01 02:00:00,5.58864,-0.3373,3.17899,5.05075,1.1779,-1.4195,11.41316,4.17385,5.25547,2.0454,7.40453,3.74085,7.92509,14.703,6.98534,7.87795,-2.23841,5.47508,5.78814,3.24544,6.49275,8.86606,-1.31233,6.19981,4.72173,6.98981,-0.76188,3.76357,3.61647,4.44065,6.98132,8.48889,0.6075,3.08725,1.96821,15.6848,5.68393,-7.2518,4.75523,9.25858,10.88261,1.41231,2.26763,-6.90772,3.36246,0.8722,5.65811,7.46495,-2.05155,1.56995,4.71685,2.20762
2035-01-01 03:00:00,5.61154,-0.40308,3.16926,5.13651,1.07854,-1.63407,11.21244,4.0596,5.01675,1.86849,6.89304,3.76968,7.71642,14.41382,6.92639,7.88606,-2.25344,5.34325,5.83872,3.3158,6.42416,9.20792,-1.21602,6.24124,4.90012,7.06765,-0.85608,3.66902,3.48965,4.37608,6.39328,8.12913,0.5382,2.96911,1.95157,15.80598,5.68948,-6.95088,4.80783,9.59851,10.81016,1.34007,2.234,-6.99105,3.3998,0.90814,5.86262,7.00589,-2.17242,1.52069,4.66287,2.10702
2035-01-01 04:00:00,5.66872,-0.38697,3.14195,5.2413,1.0584,-1.88694,11.22619,4.04679,4.78239,1.64986,6.67176,3.83044,7.57695,14.13337,7.02182,7.94629,-2.27704,5.27359,5.88996,3.52939,6.4061,9.57244,-0.98384,6.27941,5.04311,7.23642,-0.96726,3.61387,3.54058,4.27053,6.08521,8.01273,0.43757,2.969,2.04945,15.88953,5.67448,-6.88852,4.89364,9.94985,10.79343,1.3835,2.33699,-7.14048,3.58658,1.05604,6.06077,7.02255,-2.14195,1.48649,4.63119,2.19214
2035-01-01 05:00:00,5.57835,-0.39619,3.08982,5.318,0.93824,-2.23605,11.34323,3.94899,4.56521,1.41707,6.10187,3.90567,7.77244,13.74106,7.04515,7.92354,-2.32183,5.21571,5.84542,3.75176,6.37962,10.28085,-0.86158,6.1867,5.81192,7.60347,-1.38887,3.5772,3.73027,4.09524,5.56559,7.59456,0.18639,2.90423,1.98678,15.96491,5.63974,-6.84732,4.94941,10.64111,10.74038,1.32838,2.38859,-7.318,3.58589,1.15971,6.51095,6.81953,-2.03269,1.38881,4.61767,2.19032
2035-01-01 06:00:00,5.77428,-0.38648,3.27912,5.32744,1.15036,-2.46606,12.0183,3.88088,4.33413,1.18025,5.99718,3.96027,8.48357,13.55695,7.2795,8.01884,-2.31816,5.18887,5.95417,4.01876,6.4033,10.99902,-0.62531,6.21182,6.74138,8.393,-1.75069,3.58086,3.77493,3.93993,5.85959,7.59715,0.3478,3.03773,2.19673,16.05695,5.54293,-6.79951,5.00766,11.48406,10.76881,1.47118,2.67195,-7.40174,3.65442,1.33793,7.25149,7.06586,-1.55078,1.46411,4.62314,2.39207
2035-01-01 07:00:00,5.72414,-0.47484,3.19887,5.25779,1.25346,-2.64882,12.6517,3.69527,4.12856,0.9271,5.90581,3.90139,9.69781,13.26671,7.51743,8.0308,-2.34368,5.16731,5.89452,4.11059,6.41813,11.50633,-0.40852,6.12954,7.35395,9.31415,-2.02199,3.58513,3.81075,3.71469,7.06928,7.48675,0.67715,2.84706,2.28212,16.17871,5.38546,-6.72992,4.96952,11.95613,10.75984,1.49514,2.70794,-7.4462,3.58979,1.36267,7.63652,7.11222,-0.63041,1.56739,4.62312,2.34681
2035-01-01 08:00:00,6.88398,-0.3516,4.01592,5.20673,2.92958,-2.78474,14.6305,3.70937,3.96422,0.72452,8.46476,3.92017,14.36345,13.55774,9.4089,8.32816,-2.29977,5.32606,6.37235,4.81707,6.44153,14.44971,-0.20304,6.52227,10.8241,11.89279,-2.08851,3.9275,3.8391,3.80453,10.47197,8.11955,2.16941,3.53065,3.87498,16.36341,5.13049,-6.62979,5.19186,14.78281,10.86894,2.5694,4.05448,-7.3713,3.86132,1.93773,10.56738,9.50656,2.46067,2.48265,4.64822,3.81984
2035-01-01 09:00:00,7.55093,-0.06454,4.53908,5.26096,3.52449,-2.65197,15.04591,3.80123,3.92031,0.6367,9.95797,3.76875,15.56336,14.30926,10.09154,8.48471,-2.34097,5.63522,6.78798,5.02238,6.41897,14.67782,-0.13647,6.99231,11.31138,11.62387,-1.85488,4.0422,3.95334,3.69146,12.11593,8.90937,2.91494,3.89156,4.56933,16.55314,5.05626,-6.77085,5.21683,14.99187,11.0953,3.04755,4.6176,-7.29696,4.20641,2.10033,11.04369,10.42509,3.60152,2.80952,4.72811,4.52889
