# General
## Title
### 2 metre temperature; data for ENTSO-E PECD Version 4.2; file version fv1
## Abstract
### CMI6
## Date
### 2025-01-21
## Date type
### Publication: Date identifies when the data was issued
## Unit
### C
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### CMI6 : Copernicus : C3S : C3S Energy : ICS
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@inclimateservice.com
### Organisation name
#### Inside Climate Service
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### 
## Temporal extent
## Begin date
### 2060-01-01-0000
## End date
### 2060-12-31-2300
## Temporal resolution
### 1 hour
## Geographic bounding box
### westBoundLongitude -31.00
### eastBoundLongitude 45.00
### southBoundLatitude 18.00
### northBoundLatitude 75.00
## Spatial resolution
### NUTS0
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are CMIP6_MPI-ESM1-2-HR_ssp370_r1i1p1f1_Projection (available at: https://esgf-data.dkrz.de/esg-search/)
#
Date,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,DZ,EE,EG,EH,EL,ES,FI,FR,HR,HU,IE,IL,IS,IT,JO,LB,LI,LT,LU,LV,LY,MA,MD,ME,MK,MT,NL,NO,PL,PS,PT,RO,RS,SE,SI,SK,SY,TN,TR,UA,UK,XK
2060-01-01 00:00:00,8.11977,2.33407,6.20169,3.75444,3.61058,1.64992,14.56156,5.13971,6.6655,5.8049,10.39298,-3.01493,10.67271,14.30985,8.37893,7.99482,-3.8468,6.03169,8.1257,6.14822,4.26458,10.59359,-1.30566,8.52182,6.78423,9.00891,1.71115,-0.01237,2.73384,-3.09813,8.66826,12.04708,1.48514,5.93934,4.41459,17.23703,4.59592,-4.00036,4.8831,10.76208,8.04893,2.19497,5.02305,-0.41173,5.97457,3.90771,8.73402,10.64445,2.80592,2.13105,4.00713,5.1423
2060-01-01 01:00:00,8.19184,2.55998,6.27046,3.65167,3.47598,1.23917,14.40381,5.21684,6.14597,5.8296,9.9966,-2.90617,10.45117,13.57214,8.32535,7.74114,-3.89608,5.84019,8.31055,6.49233,4.0011,10.71943,-1.29259,8.69431,6.81199,9.29005,1.44204,0.28831,2.47062,-2.88971,8.24572,11.75019,1.17953,6.14262,4.5013,17.4122,4.57527,-4.02281,5.07258,11.1321,7.86608,2.28099,5.06937,-0.34369,6.41269,4.28952,8.73075,10.51646,2.76352,2.08001,3.98533,5.20947
2060-01-01 02:00:00,8.15178,2.76183,6.17553,3.61718,3.13314,0.76473,14.22209,5.3108,5.56859,5.73315,9.018,-2.77708,9.60624,12.72204,8.17237,7.06869,-3.94399,5.62571,8.4176,6.70892,3.66945,10.47619,-1.26913,8.7304,6.35933,9.30108,1.25826,0.50562,2.43753,-2.75827,7.46171,10.97867,0.81052,6.26268,4.34914,17.49401,4.69221,-4.08912,5.21025,11.24325,7.36935,2.25535,4.89339,-0.35047,6.84165,4.52939,8.37032,9.92699,2.46797,1.89513,3.93284,5.08444
2060-01-01 03:00:00,8.27665,2.96357,6.24876,3.55908,3.01028,0.4041,14.04296,5.39167,4.99743,5.59007,8.46502,-2.51861,9.33961,11.98442,8.12264,6.59281,-3.95883,5.47027,8.54786,6.91727,3.35081,10.61101,-1.35671,8.78184,6.5485,9.41423,1.09329,0.77576,2.47001,-2.4955,6.8479,10.63153,0.67225,6.5073,4.38412,17.55812,4.69551,-3.87047,5.38973,11.51679,6.97552,2.38762,4.89194,-0.29504,7.05856,4.76231,8.29314,9.41299,2.25679,1.8524,3.8858,5.21169
2060-01-01 04:00:00,8.44652,3.23094,6.54985,3.56443,2.90926,0.19025,13.76881,5.4982,4.48292,5.41933,8.15676,-2.19723,9.15501,11.57897,8.20452,6.22218,-4.00555,5.36375,8.83489,7.2097,2.98246,10.77191,-1.31352,8.89187,6.64152,9.49642,1.0345,1.05609,2.69806,-2.12688,6.53498,10.42265,0.59411,6.76647,4.47717,17.52613,4.58649,-3.84717,5.61759,11.8379,6.86653,2.60945,5.08972,-0.29609,7.35473,5.07884,8.22426,9.25257,2.16046,1.86546,3.81435,5.39399
2060-01-01 05:00:00,8.55055,3.44728,6.87273,3.54721,2.71814,0.05588,13.61117,5.52125,3.99268,5.17864,7.49345,-1.9397,9.31006,11.11849,8.24076,5.72356,-4.06244,5.22972,9.10036,7.3344,2.643,11.26076,-1.325,8.87914,7.2352,9.8423,0.83258,1.29053,2.77309,-1.72707,6.02828,9.93315,0.50914,6.94952,4.45366,17.524,4.33858,-3.81162,5.79924,12.34911,6.60098,2.71943,5.24252,-0.35349,7.61357,5.41713,8.36903,8.86899,2.08986,1.82773,3.72454,5.41993
2060-01-01 06:00:00,8.86477,3.54819,7.22731,3.62483,2.99566,-0.11733,13.87511,5.39032,3.65599,5.09335,7.40971,-1.68151,10.01522,10.90926,8.51472,5.42112,-4.09934,5.14046,9.42304,7.48267,2.47709,11.87312,-1.21414,8.94154,7.8946,10.25227,0.59697,1.57317,2.78532,-1.38145,6.32697,9.80901,0.75156,7.31716,4.70271,17.55419,4.17044,-3.78381,5.91265,13.01178,6.48765,3.00463,5.62625,-0.40551,7.89055,5.66056,8.97072,8.93756,2.34129,1.92144,3.63528,5.69781
2060-01-01 07:00:00,8.70283,3.37002,7.17356,3.7445,3.32912,-0.3075,14.11854,4.97627,3.41224,5.14645,7.46915,-1.61985,11.27439,10.5685,8.83658,5.08775,-4.18745,5.08915,9.50326,7.4638,2.32876,12.39406,-1.05743,8.88116,8.08631,11.10507,0.20124,1.73904,2.91985,-1.17757,7.59864,9.63207,1.23832,7.09942,4.81537,17.60234,4.0455,-3.78382,5.86323,13.63262,6.46424,3.19811,5.7843,-0.44823,8.02492,5.70877,9.4223,8.85727,2.8079,1.96707,3.53478,5.79789
2060-01-01 08:00:00,9.43435,3.27629,7.75346,3.91418,5.40516,-0.50648,15.96573,4.6601,3.29698,5.33733,10.2527,-1.3341,16.14807,10.9689,10.75209,5.22999,-4.17242,5.19563,10.05043,8.16723,2.26443,15.61137,-0.93685,9.22025,11.00757,13.28156,-0.13419,2.08945,3.18369,-0.6824,11.09625,10.14594,2.8786,7.49755,6.36064,17.67197,3.96212,-3.8245,6.04088,16.62374,6.62147,4.4502,7.20896,-0.44953,8.18065,6.25335,12.20296,11.13256,5.23226,2.81102,3.43812,7.2335
2060-01-01 09:00:00,9.85716,3.24282,8.14763,4.14739,6.29556,-0.38438,16.16217,4.39024,3.41047,5.42516,12.01324,-1.28172,17.29896,12.24018,11.49752,5.32073,-4.25712,5.42316,10.3299,8.43281,2.23167,15.93015,-0.91042,9.58045,11.4424,12.68975,-0.00435,2.2343,3.26714,-0.51216,12.93316,10.88211,3.75346,7.50221,6.99153,17.74431,4.08942,-4.1043,6.10907,16.74939,6.93014,5.07164,7.8692,-0.56936,8.23658,6.30284,12.60088,12.00419,5.83663,3.01193,3.33335,7.69021
